"","8.5.2.Tasa de desocupación, desglosada por sexo y edad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puebla","80,914","33,370","47,032","513","48,656","18,265","29,974","418","32,258","15,105","17,058","95","85,331","34,588","49,822","921","49,520","19,597","29,095","828","35,811","14,991","20,727","94","103,226","39,278","62,976","972","64,194","21,391","41,918","885","39,032","17,887","21,058","87","108,014","39,855","65,944","2,216","64,885","21,157","41,512","2,216","43,130","18,698","24,431","0","102,213","36,330","64,583","1,300","61,718","21,737","38,990","991","40,495","14,594","25,592","309","115,604","47,539","66,903","1,162","67,541","24,485","41,894","1,162","48,064","23,054","25,010","0","98,497","37,161","59,599","1,737","61,113","24,633","34,867","1,614","37,383","12,528","24,732","124","104,948","39,363","64,213","1,373","65,352","23,288","40,980","1,084","39,596","16,075","23,232","289","78,415","28,899","48,680","836","46,698","17,000","28,861","836","31,717","11,899","19,819","0","78,461","32,680","45,100","682","42,363","16,332","25,466","565","36,098","16,348","19,634","117","73,051","31,809","40,091","1,151","43,188","17,617","24,420","1,151","29,863","14,192","15,671","0","69,939","32,601","36,427","911","41,273","18,728","21,819","727","28,666","13,874","14,608","184","50,749","21,532","29,025","192","25,385","9,159","16,034","192","25,364","12,373","12,991","0","48,357","23,667","24,369","320","24,888","9,878","14,689","320","23,469","13,789","9,680","0","39,706","17,041","22,393","272","24,401","8,601","15,704","96","15,306","8,440","6,690","176","35,611","15,736","19,814","61","18,427","7,142","11,285","0","17,184","8,594","8,529","61","37,415","19,140","18,179","96","19,832","8,600","11,135","96","17,583","10,540","7,043","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","35,223","18,846","16,253","124","19,434","9,582","9,852","0","15,789","9,264","6,401","124","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","50,682","21,323","28,747","612","28,875","12,024","16,239","612","21,807","9,299","12,508","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Querétaro","36,312","12,907","23,192","213","26,858","9,352","17,293","213","9,454","3,555","5,899","0","38,077","13,320","24,157","600","27,998","8,988","18,438","573","10,079","4,333","5,720","27","44,438","16,772","27,307","359","33,359","11,857","21,182","321","11,078","4,916","6,125","38","42,082","15,318","26,203","561","31,270","10,973","19,856","441","10,812","4,344","6,347","121","38,912","15,450","22,856","606","30,409","11,683","18,120","606","8,504","3,767","4,736","0","44,970","18,219","26,515","236","32,081","12,047","19,798","236","12,889","6,172","6,717","0","50,264","20,449","29,049","767","37,595","14,282","22,636","676","12,670","6,166","6,412","91","56,278","23,809","31,982","487","38,485","15,901","22,119","466","17,793","7,908","9,863","22","27,960","12,501","15,310","149","18,720","8,357","10,236","127","9,240","4,145","5,074","22","25,244","11,553","13,489","202","15,605","6,855","8,549","202","9,639","4,698","4,941","0","27,778","12,592","15,040","147","17,132","7,225","9,760","147","10,646","5,367","5,279","0","26,964","12,766","13,752","446","17,822","8,076","9,395","351","9,142","4,689","4,358","95","27,268","13,546","13,484","238","15,380","6,890","8,288","203","11,887","6,656","5,196","36","24,708","12,870","11,670","169","14,037","6,483","7,385","169","10,671","6,387","4,284","0","18,704","8,638","9,793","273","12,244","4,975","6,995","273","6,460","3,662","2,798","0","12,432","5,622","6,764","46","7,397","3,067","4,304","26","5,035","2,555","2,461","20","13,358","6,591","6,653","114","7,129","2,879","4,136","114","6,229","3,712","2,517","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17,304","9,843","7,422","39","10,512","5,714","4,759","39","6,792","4,129","2,663","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31,406","14,723","16,562","121","18,768","8,425","10,222","121","12,638","6,298","6,340","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Quintana Roo","25,784","8,047","17,122","409","16,322","4,904","11,014","308","9,462","3,143","6,108","101","30,299","11,711","18,299","200","18,155","6,873","11,022","171","12,144","4,838","7,277","29","36,424","13,335","22,665","376","20,926","7,370","13,133","376","15,497","5,965","9,533","0","31,969","12,143","19,373","414","18,707","6,938","11,316","414","13,262","5,205","8,057","0","30,370","12,806","17,133","431","17,933","7,474","10,029","431","12,437","5,333","7,104","0","30,947","12,195","18,195","508","17,938","6,401","11,079","409","13,009","5,793","7,116","100","35,443","15,469","19,468","388","20,651","8,957","11,344","306","14,792","6,512","8,124","82","34,120","14,847","18,936","267","20,592","9,504","10,871","166","13,528","5,343","8,065","101","21,582","10,308","11,044","204","12,219","5,565","6,521","106","9,363","4,743","4,522","99","15,983","7,686","8,068","158","8,680","4,411","4,120","107","7,304","3,275","3,949","51","15,047","7,504","7,410","92","7,524","3,559","3,873","92","7,523","3,945","3,537","0","14,105","7,201","6,647","167","7,237","3,909","3,088","167","6,868","3,292","3,559","0","12,602","6,044","6,558","0","5,948","2,905","3,043","0","6,654","3,139","3,515","0","9,826","4,613","5,101","112","5,638","2,188","3,362","88","4,189","2,425","1,739","24","5,301","1,961","3,329","11","3,211","1,277","1,924","11","2,090","685","1,405","0","5,227","2,302","2,925","0","3,507","1,661","1,846","0","1,720","641","1,079","0","5,853","3,331","2,480","43","2,912","1,539","1,330","43","2,941","1,792","1,150","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5,359","2,147","3,212","0","3,298","1,344","1,954","0","2,061","803","1,258","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10,587","4,426","6,161","0","6,118","2,319","3,799","0","4,469","2,107","2,362","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"San Luis Potosí","28,957","11,526","17,094","337","17,457","6,576","10,577","304","11,501","4,950","6,517","34","33,890","13,619","19,983","288","20,647","7,984","12,419","244","13,244","5,636","7,564","44","34,505","15,455","18,518","532","21,756","9,644","11,731","382","12,749","5,812","6,788","150","38,401","17,151","20,731","518","23,653","10,610","12,621","422","14,748","6,541","8,111","96","35,427","16,186","18,941","301","20,050","8,858","10,993","200","15,378","7,329","7,948","101","42,989","18,258","24,295","436","26,959","11,328","15,225","406","16,030","6,931","9,070","30","43,812","18,344","24,820","647","26,380","10,446","15,340","594","17,432","7,898","9,481","53","42,697","18,643","23,385","669","25,714","10,897","14,343","474","16,983","7,746","9,042","195","31,295","14,105","16,766","356","19,747","8,167","11,156","356","11,548","5,938","5,610","0","28,479","14,117","14,079","284","17,920","8,335","9,301","284","10,559","5,782","4,777","0","26,098","12,398","13,634","66","15,170","7,029","8,075","66","10,928","5,369","5,559","0","26,042","12,697","12,998","348","14,136","6,483","7,368","286","11,906","6,214","5,630","62","25,088","10,856","13,688","544","14,222","5,509","8,279","434","10,866","5,347","5,409","110","22,102","9,771","12,111","220","13,367","5,101","8,046","220","8,735","4,670","4,066","0","13,281","6,941","6,307","34","7,047","3,292","3,722","34","6,234","3,649","2,585","0","15,771","7,403","8,113","255","9,158","3,977","5,024","158","6,613","3,426","3,089","97","17,569","8,868","8,299","401","9,387","4,649","4,336","401","8,182","4,219","3,963","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13,118","7,881","5,237","0","8,964","5,297","3,667","0","4,154","2,584","1,570","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18,615","8,798","9,708","109","10,485","4,890","5,486","109","8,130","3,908","4,222","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sinaloa","50,951","19,976","30,132","739","27,719","10,888","16,204","522","23,233","9,088","13,929","216","57,847","23,808","33,656","383","34,156","14,153","19,620","383","23,691","9,654","14,037","0","67,619","26,420","39,746","1,454","38,399","15,168","21,924","1,308","29,220","11,252","17,822","146","65,592","27,548","37,475","569","36,651","14,212","21,892","546","28,941","13,336","15,583","23","59,974","23,470","35,581","923","37,753","14,036","23,006","711","22,222","9,434","12,575","212","64,190","24,779","37,387","2,024","38,784","14,268","22,635","1,881","25,407","10,512","14,752","143","54,573","22,101","31,537","936","34,716","13,227","20,751","738","19,857","8,874","10,785","198","56,310","24,344","31,050","916","36,618","15,169","20,557","891","19,692","9,174","10,493","25","42,087","20,137","21,492","459","23,444","10,331","12,697","416","18,644","9,807","8,795","42","31,866","15,932","15,630","304","17,710","8,601","8,847","262","14,156","7,331","6,783","42","36,955","18,264","17,832","859","21,155","9,219","11,165","771","15,800","9,045","6,667","88","38,200","18,669","19,086","445","21,435","10,215","10,794","425","16,765","8,454","8,292","19","51,911","24,566","26,491","854","25,777","11,315","13,609","854","26,134","13,251","12,883","0","38,629","17,016","21,328","286","21,176","9,297","11,627","252","17,453","7,719","9,701","34","38,494","18,719","19,197","578","22,121","10,019","11,956","146","16,373","8,700","7,241","432","42,537","19,232","22,622","684","22,629","9,223","12,722","684","19,908","10,009","9,900","0","46,954","22,496","23,782","675","27,724","12,474","14,654","597","19,230","10,023","9,128","79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36,725","17,883","18,842","0","20,706","9,414","11,292","0","16,019","8,469","7,550","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","42,247","19,198","22,960","89","25,464","9,501","15,874","89","16,783","9,697","7,086","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sonora","69,969","28,632","40,460","877","35,419","14,554","20,321","544","34,551","14,078","20,139","333","67,256","25,858","40,584","815","37,060","15,096","21,291","673","30,197","10,762","19,293","143","74,743","27,286","46,772","685","39,739","15,222","24,002","515","35,005","12,065","22,770","170","72,413","28,038","42,984","1,391","41,310","14,944","24,975","1,391","31,103","13,094","18,009","0","80,925","33,353","46,520","1,052","44,829","19,497","24,507","825","36,096","13,856","22,013","227","78,789","31,942","45,987","800","47,793","18,818","28,173","742","30,996","13,124","17,814","58","84,122","30,520","52,707","896","53,351","17,530","35,022","799","30,771","12,990","17,685","97","67,662","29,170","38,078","414","39,989","16,199","23,376","414","27,673","12,971","14,702","0","45,143","19,077","25,752","314","28,169","9,903","18,000","266","16,975","9,174","7,752","49","29,543","12,466","16,982","96","16,624","7,750","8,803","72","12,919","4,716","8,179","24","34,602","16,504","18,030","68","18,249","8,060","10,122","68","16,352","8,444","7,908","0","35,389","14,173","20,799","417","23,484","8,949","14,118","417","11,906","5,224","6,682","0","52,327","24,552","27,199","576","29,054","12,656","15,851","547","23,273","11,896","11,348","29","54,218","24,866","28,788","564","30,037","12,788","16,743","506","24,181","12,078","12,045","59","57,360","24,728","31,793","840","33,147","13,138","19,204","805","24,213","11,590","12,589","35","47,364","22,056","25,126","182","28,057","11,010","16,865","182","19,307","11,046","8,262","0","27,541","13,817","13,393","331","17,077","7,875","8,870","331","10,464","5,942","4,523","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","46,950","21,695","24,664","591","25,243","13,530","11,122","591","21,707","8,165","13,542","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51,267","26,149","23,652","1,466","26,487","10,845","14,176","1,466","24,780","15,304","9,476","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Tabasco","74,621","22,394","51,246","981","48,468","14,003","33,499","966","26,153","8,391","17,747","15","65,645","20,421","44,164","1,060","44,806","12,849","31,017","940","20,839","7,572","13,147","121","62,757","22,037","40,075","645","40,065","14,321","25,214","531","22,692","7,717","14,861","115","63,983","21,822","41,183","979","40,756","13,036","26,833","888","23,227","8,787","14,350","91","52,503","21,728","30,505","271","33,443","14,555","18,647","242","19,060","7,173","11,858","29","60,778","23,383","36,767","628","39,081","13,513","24,952","617","21,697","9,871","11,815","12","68,965","25,740","41,899","1,327","43,974","14,777","27,870","1,327","24,991","10,963","14,029","0","51,585","21,024","30,116","341","32,069","11,405","20,322","341","19,516","9,619","9,794","0","40,171","16,083","23,576","512","24,415","8,028","15,875","512","15,757","8,056","7,701","0","38,100","15,906","21,946","247","24,519","9,303","14,969","247","13,580","6,603","6,978","0","28,185","12,657","15,319","209","19,861","9,024","10,628","209","8,325","3,633","4,692","0","25,955","10,007","15,346","535","17,575","6,724","10,249","535","8,380","3,283","5,097","0","20,769","9,299","11,155","302","11,908","4,937","6,656","302","8,861","4,362","4,499","0","13,629","6,744","6,801","85","7,498","3,004","4,409","85","6,131","3,740","2,391","0","16,730","8,275","8,448","7","8,848","4,517","4,324","7","7,882","3,758","4,124","0","24,355","11,013","13,149","193","15,138","6,285","8,661","193","9,217","4,728","4,489","0","19,045","11,663","7,333","49","10,799","6,581","4,186","32","8,246","5,082","3,147","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22,427","12,118","10,309","0","13,888","7,492","6,396","0","8,539","4,626","3,913","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21,587","11,096","10,258","233","11,796","6,083","5,480","233","9,791","5,013","4,778","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Tamaulipas","75,478","24,782","49,124","1,572","39,807","12,361","26,157","1,289","35,671","12,421","22,967","284","75,214","28,339","45,876","998","41,186","14,485","25,812","890","34,027","13,854","20,065","109","81,562","34,280","45,872","1,411","45,163","19,146","24,750","1,268","36,399","15,134","21,122","143","106,194","44,154","60,087","1,954","59,611","25,779","32,127","1,705","46,584","18,375","27,960","249","100,046","39,457","58,797","1,471","58,439","21,201","35,588","1,329","41,608","18,256","23,209","142","111,725","44,540","65,758","1,428","63,582","26,371","36,088","1,123","48,143","18,169","29,670","305","103,217","44,584","57,738","896","63,403","26,108","36,455","841","39,814","18,477","21,283","55","89,542","40,896","47,169","1,477","51,998","22,112","28,444","1,443","37,544","18,784","18,726","35","65,197","27,842","36,355","999","35,341","14,837","19,505","999","29,855","13,005","16,850","0","62,255","26,149","35,117","989","33,598","13,694","19,051","853","28,657","12,455","16,066","136","62,239","27,935","33,248","1,056","34,301","14,616","19,118","566","27,938","13,319","14,130","489","55,046","22,668","31,624","754","30,146","10,750","18,739","657","24,900","11,917","12,886","97","69,215","28,334","39,391","1,491","33,868","11,825","20,929","1,115","35,347","16,509","18,462","376","61,852","28,911","31,587","1,353","34,855","15,256","18,525","1,074","26,997","13,655","13,063","279","47,257","21,823","25,078","357","28,185","12,259","15,579","347","19,073","9,564","9,499","10","40,731","19,774","20,487","470","23,096","10,605","12,102","388","17,636","9,169","8,385","82","29,178","15,903","13,155","120","15,750","8,484","7,192","74","13,428","7,419","5,962","47","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","54,033","26,913","26,993","127","25,818","10,869","14,822","127","28,215","16,044","12,171","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","63,508","29,342","32,647","1,519","37,037","16,284","19,234","1,519","26,471","13,058","13,413","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Tlaxcala","23,569","7,707","15,505","358","12,417","4,405","7,654","358","11,152","3,302","7,851","0","27,231","9,663","17,463","105","14,774","5,540","9,186","47","12,458","4,123","8,277","58","29,331","10,336","18,598","398","15,869","5,976","9,522","371","13,463","4,361","9,076","26","30,316","11,813","18,200","303","17,040","6,741","10,028","271","13,276","5,071","8,173","32","30,326","11,900","18,076","350","16,972","6,811","9,811","350","13,354","5,088","8,265","0","32,604","11,348","20,643","614","19,535","6,749","12,218","568","13,069","4,599","8,425","46","32,613","11,990","20,316","306","18,231","6,436","11,562","233","14,382","5,554","8,755","73","32,072","12,725","19,019","329","17,679","6,674","10,732","273","14,393","6,051","8,287","55","26,187","11,778","14,102","308","13,975","5,939","7,780","256","12,212","5,839","6,322","52","23,462","10,901","12,278","283","12,948","5,534","7,156","258","10,514","5,367","5,123","25","21,644","11,227","10,193","223","10,694","5,666","4,831","197","10,950","5,561","5,362","27","19,046","9,232","9,693","122","11,284","5,366","5,797","122","7,762","3,866","3,896","0","15,052","7,814","7,238","0","7,456","3,433","4,024","0","7,596","4,381","3,215","0","11,770","6,458","5,294","18","5,378","2,497","2,863","18","6,393","3,961","2,432","0","14,453","7,581","6,843","30","6,647","3,212","3,406","30","7,806","4,369","3,437","0","12,332","6,425","5,887","20","5,613","2,718","2,875","20","6,719","3,707","3,012","0","12,343","5,966","6,222","156","5,948","2,787","3,086","75","6,395","3,179","3,135","80","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14,078","6,714","7,233","131","6,789","3,003","3,655","131","7,289","3,711","3,578","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19,805","11,239","8,452","114","9,307","5,212","3,981","114","10,498","6,027","4,471","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Veracruz de Ignacio de la Llave","112,267","33,309","78,129","830","83,575","22,883","59,924","769","28,692","10,426","18,205","61","119,623","32,307","84,607","2,708","85,829","20,588","63,324","1,917","33,794","11,720","21,283","792","114,918","36,508","76,617","1,792","75,306","21,097","52,417","1,792","39,612","15,411","24,201","0","114,591","38,986","74,040","1,565","79,229","24,597","53,334","1,298","35,362","14,389","20,706","267","107,078","38,934","66,187","1,958","71,764","28,394","41,682","1,688","35,315","10,540","24,505","270","123,043","43,073","78,793","1,178","88,568","29,230","58,160","1,178","34,475","13,842","20,633","0","102,276","39,746","60,850","1,484","69,088","25,696","41,712","1,484","33,189","14,051","19,138","0","91,176","36,010","53,207","1,959","65,267","23,289","40,290","1,689","25,908","12,721","12,917","271","75,942","30,823","43,696","1,423","47,635","18,486","28,122","1,028","28,307","12,337","15,574","396","69,515","25,763","42,319","1,177","47,881","15,149","31,355","1,120","21,635","10,614","10,964","57","65,789","22,451","41,786","1,553","44,503","12,820","30,130","1,553","21,287","9,631","11,655","0","65,602","26,141","38,296","1,165","43,896","15,775","27,251","871","21,706","10,366","11,045","295","99,160","40,220","58,082","858","60,973","23,233","37,137","603","38,188","16,987","20,945","256","71,008","26,899","43,563","546","44,031","17,071","26,439","521","26,977","9,827","17,124","26","55,698","23,731","31,814","154","32,257","14,197","17,906","154","23,442","9,534","13,908","0","53,889","22,173","31,133","583","30,891","10,605","19,704","583","22,998","11,568","11,429","0","51,126","21,148","29,573","405","30,229","11,551","18,298","380","20,897","9,597","11,275","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","75,243","31,575","39,362","4,306","41,299","14,377","22,675","4,247","33,944","17,198","16,687","59","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","107,582","65,286","41,952","344","68,257","38,443","29,542","272","39,325","26,843","12,410","72","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Yucatán","20,467","7,720","12,508","239","11,040","4,435","6,404","202","9,428","3,285","6,105","38","26,118","9,823","15,963","331","14,804","6,337","8,175","292","11,313","3,486","7,788","39","26,171","10,601","15,323","247","13,852","5,903","7,702","247","12,319","4,698","7,621","0","30,571","12,385","17,741","445","15,875","6,680","8,750","445","14,696","5,705","8,991","0","27,326","12,511","14,229","586","14,626","6,618","7,422","586","12,700","5,893","6,807","0","25,820","12,655","12,877","288","13,888","6,500","7,101","288","11,932","6,156","5,776","0","27,460","12,403","14,954","103","13,097","5,472","7,523","103","14,363","6,932","7,431","0","28,092","13,156","14,599","301","17,089","7,725","9,063","301","11,004","5,432","5,536","0","20,528","10,641","9,694","193","11,258","5,946","5,120","193","9,270","4,696","4,574","0","19,554","9,180","10,144","230","10,251","4,961","5,127","162","9,303","4,219","5,017","67","18,949","10,363","8,555","31","10,053","5,430","4,593","31","8,896","4,934","3,962","0","20,704","10,766","9,740","198","12,193","6,549","5,510","134","8,511","4,218","4,230","63","19,967","10,033","9,701","234","9,759","4,442","5,134","183","10,209","5,591","4,567","51","15,139","7,703","7,397","39","7,947","3,344","4,564","39","7,192","4,359","2,833","0","11,622","5,734","5,889","0","5,979","2,934","3,045","0","5,643","2,800","2,844","0","13,036","6,773","6,234","29","6,813","3,511","3,302","0","6,223","3,262","2,932","29","11,017","5,555","5,371","92","5,915","3,021","2,803","92","5,102","2,534","2,568","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12,010","6,239","5,598","173","6,688","3,099","3,416","173","5,322","3,140","2,182","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16,127","8,606","7,436","85","7,980","3,719","4,176","85","8,147","4,887","3,260","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Zacatecas","17,864","7,081","10,613","170","10,787","4,201","6,471","115","7,077","2,880","4,142","56","22,244","7,882","13,733","629","14,454","4,775","9,101","577","7,790","3,107","4,632","51","29,177","11,092","17,603","482","18,978","6,718","11,897","364","10,198","4,374","5,706","118","28,527","10,797","17,240","491","18,654","5,990","12,190","475","9,873","4,807","5,050","16","34,353","13,827","20,044","482","21,226","7,938","12,821","468","13,127","5,889","7,224","14","40,321","14,696","25,275","350","25,078","8,775","16,016","287","15,243","5,921","9,259","63","30,226","12,491","17,224","511","17,796","6,902","10,383","511","12,430","5,589","6,841","0","28,086","10,573","17,230","283","17,243","5,931","11,038","274","10,843","4,642","6,192","9","20,902","9,771","10,806","325","12,953","5,680","7,021","252","7,949","4,091","3,785","73","22,783","11,396","11,194","193","13,781","6,698","6,890","193","9,002","4,698","4,305","0","20,908","8,842","11,888","178","12,281","5,181","6,922","178","8,628","3,662","4,966","0","14,915","7,352","7,309","254","9,266","4,206","4,932","129","5,649","3,147","2,377","125","13,479","7,189","6,270","21","7,829","4,165","3,655","9","5,650","3,024","2,614","12","17,545","8,656","8,836","54","11,220","5,024","6,142","54","6,325","3,632","2,693","0","10,468","5,667","4,729","72","6,427","3,289","3,073","65","4,041","2,378","1,656","7","11,336","5,566","5,639","131","6,208","2,419","3,658","131","5,128","3,147","1,981","0","8,533","4,574","3,878","81","5,429","2,684","2,671","74","3,104","1,889","1,207","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11,286","6,004","5,019","263","6,609","3,585","2,761","263","4,677","2,419","2,258","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11,540","5,587","5,926","27","7,965","3,404","4,534","27","3,575","2,183","1,392","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
